;0;1
original_glszm_ZoneEntropy;6.693071250156185;9.817424295777828
original_glszm_ZonePercentage;0.02383094488357646;0.9307479224376731
original_glszm_ZoneVariance;1168942.3850915793;0.10696393140589569
original_gldm_DependenceEntropy;5.87730153817351;9.906127238024272
original_gldm_DependenceNonUniformity;10037.41456204614;4202.952723915051
original_gldm_DependenceNonUniformityNormalized;0.10750610031538399;0.7761685547396215
original_gldm_DependenceVariance;70.2130690344015;0.16666484211208393
original_gldm_GrayLevelNonUniformity;28841.54490928175;10.941274238227146
original_gldm_GrayLevelVariance;5.688961428979489;188967.494129794
original_gldm_HighGrayLevelEmphasis;1385.0755307071097;326897.086611265
original_gldm_LargeDependenceEmphasis;346.3680783154467;1.4771929824561403
